Player,teamID,IP,k.rate,bb.rate,BABIP,era,FIP,year
Ben Milks, LOR,63.2,9.1,10.9,0.153,2.05,2.83,2018
Drew Poulas, NWU,63.1,31.3,0,0.364,2.25,-1.13,2018
Nick Henrichs, BVU,55,30.9,16.5,0.338,2.67,2.65,2018
TJ Johnson, COE,36,19.4,2.8,0.228,2.7,0.78,2018
Nick Bruno, NWU,2,25,16.7,0.333,2.7,1.86,2018
T. McHugh, NWU,61.1,61.5,7.7,0.4,2.7,0.4,2018
Kyle Bode, LUT,38.2,18.2,11.4,0.314,3,3.87,2018
Nathan Schneiderman, DBQ,44.1,36.7,9.3,0.389,3.18,0.46,2018
Erik Edminster, LOR,24.1,8.5,10.6,0.209,3.21,1.86,2018
Josh Gonzales, COE,37,11.7,9,0.281,3.54,2.35,2018
Tre Stanton, CEN,46.2,30.6,8.3,0.36,3.6,0.7,2018
TJ Deardorff, COE,19.2,17.2,7.9,0.274,3.66,1.53,2018
Tanner Wood, CEN,50,9.5,10.2,0.286,3.75,2.24,2018
Austin Bohling, WAR,48.2,29.1,15.7,0.372,3.76,2.26,2018
Ryan Riddle, CEN,17,23.1,3.8,0.282,3.95,1.96,2018
Nathan Brown, WAR,23.1,13.3,14.7,0.292,4.12,3.07,2018
Andy Bower, BVU,30,16.1,14.3,0.255,4.2,2.29,2018
N. Bruno, NWU,15,32,12,0.353,4.26,2.29,2018
Tyler Steward, CEN,8.1,23.7,12.7,0.318,4.31,2.64,2018
Jordan Nelson, DBQ,9.2,14.8,8.7,0.378,4.5,1.72,2018
Michael Hoffman, DBQ,35.1,22.5,7,0.37,4.5,1.7,2018
Cameron Reed, LUT,25.2,11.5,6.5,0.367,4.59,3.14,2018
Nick Sewruk, DBQ,16,12.2,6.9,0.348,4.6,0.76,2018
Nolan Even, LOR,8,13.3,10,0.291,4.6,2.51,2018
Doug Knight, DBQ,40.2,13.2,7.4,0.259,4.67,2.66,2018
Tucker McHugh, NWU,7.2,15.2,6.1,0.382,4.7,1.83,2018
Jeffrey Anders, COE,16.1,32.5,27.5,0.37,4.97,4.26,2018
Chris Tomkins, WAR,11.2,18.2,9.1,0.389,4.98,1.52,2018
Robert Hovey, LOR,28.2,20.6,18.4,0.33,5.2,3.56,2018
Lucas Robbins, COE,49.1,17.9,15.1,0.256,5.22,2.86,2018
Ross Hingst, LUT,13.2,13.2,9.6,0.362,5.23,3.35,2018
Tony Rex, WAR,23,18.9,6.1,0.357,5.3,3.16,2018
Rece Martin, CEN,10.2,27.5,17.5,0.393,5.66,3.49,2018
Grant Bliss, LUT,5.1,27.3,0,0.625,5.79,-1.29,2018
Clayton Christian, BVU,5.1,8.5,8.5,0.254,5.82,4.5,2018
Nate Loch, LUT,19.1,25.5,11.8,0.324,5.84,4.52,2018
Tanner Fallon, LOR,46,19.9,3.7,0.393,5.91,1.79,2018
Brian Sholty, DBQ,31.1,30.8,23.1,0.375,6,8.19,2018
Sean Westendorf, LUT,13.1,18.1,15.7,0.328,6.2,3.26,2018
Josh Seifert, NWU,8.1,7.9,5.3,0.265,6.23,2.59,2018
B. Murphy, NWU,9.1,30.7,13.3,0.354,6.27,5.05,2018
Cameron Liston, SIM,22.1,16.7,12.3,0.342,6.27,3.94,2018
David Keaton, COE,17,21.8,18,0.398,6.35,3.68,2018
Gavin Barkema, DBQ,11.2,3.4,10.3,0.333,6.43,3.9,2018
Tyler Dralle, COE,20.1,30.6,10.2,0.333,6.75,1.93,2018
Josh Sharp, CEN,1,33.3,0,0.5,6.75,-0.59,2018
Michael Sunga, SIM,12.2,25.4,34.3,0.34,7.02,5.34,2018
Nathan Schwanke, CEN,7.2,14.8,16.4,0.404,7.36,2.72,2018
Colin Sexton, SIM,18.2,33,15.5,0.456,7.5,3.25,2018
Devon VanHouten, BVU,2.2,20,40,0.375,7.71,7.23,2018
Tyler Heineman, BVU,10.2,14.2,7.4,0.379,8.29,2.74,2018
Brody Murphy, NWU,5.2,18.4,8.2,0.388,8.31,1.63,2018
Connor Cech, NWU,7,14.6,7.9,0.461,8.55,1.53,2018
Emmanuel JEffery, WAR,8,23.1,0,0.4,9,0.51,2018
Adam Carey, CEN,2.2,0,0,0.25,9,0,2018
Tom Kunzer, SIM,2,20.5,12,0.477,10,2.36,2018
Nate Teitler, NWU,10,20,30,0.375,10.12,6.9,2018
Tate Holmes, BVU,2.1,10.3,15.9,0.404,10.29,5.28,2018
Devon Veach, SIM,4,11.1,26.7,0.45,10.61,5.1,2018
D. Hinrichs, NWU,1.1,0,40,0.4,10.8,7.08,2018
Dalton Hinrichs, NWU,2.1,16.9,6.8,0.458,10.95,2.63,2018
Sam Condello, NWU,1.2,12.8,17,0.385,10.97,6.66,2018
Marcus Wenzel, CEN,3,18.5,14.8,0.524,11.12,5.37,2018
Jayden Clark, BVU,0.1,11.6,11.6,0.389,12,7.18,2018
Casey Hendricks, BVU,0,17.2,18.8,0.491,12.46,4.46,2018
J Lowery, SIM,75,16.4,18,0.429,12.51,7.77,2018
Sean Conneely, LOR,81.2,16.7,16.7,0.5,12.6,4.37,2018
Jonathan Sailstad, SIM,54,12.2,26.8,0.382,13.5,8.97,2018
R. Ward, NWU,94,50,0,0.5,13.5,2.44,2018
Ethan Coble, SIM,67.1,13.3,26.7,0.615,15.43,7.23,2018
Collin Jurgensmeier, BVU,51,7.7,23.1,0.455,15.43,12.99,2018
AJ Pierce, CEN,78.1,10.9,18.2,0.34,15.53,8.43,2018
Travis Bowman, COE,53.2,16.7,27.8,0.429,15.95,12.56,2018
Wyatt Stute, NWU,46.2,21.4,35.7,0.273,16.2,5.97,2018
S. Condello, NWU,58,18.8,6.3,0.538,18,0.51,2018
Benjamin Mason, WAR,60.1,0,20,0.6,18,4.25,2018
Tyler Vorrie, BVU,54.1,3.2,22.6,0.444,19.5,13.95,2018
Marshall Rice, LOR,39,9.5,14.3,0.5,27,8.51,2018
Shaun Logan, DBQ,53.1,27.3,27.3,0.571,27,12.74,2018
Michael Prang, LOR,38.1,0,33.3,0.667,27,42.46,2018
Chris Gumto, BVU,45.1,4.5,40.9,0.45,29.25,15.31,2018
Kyle Crampton, CEN,53.1,21.1,5.3,0.733,30.38,0.28,2018
Zach Greder, CEN,46,20,40,0.75,40.5,59.17,2018
C. Cech, NWU,61.2,18.2,9.1,0.778,47.25,9.93,2018
Ryan McKnight, LUT,53,0,57.1,0.571,54,16.99,2018
Dalton Vergith, NWU,64,0,400,1,54,169.85,2018
Nate Miller, LUT,51,0,100,1,99,Inf,2018
Trevor Hurd, WAR,54,0,50,1,99,Inf,2018
,,59,,,,,,
,,51.1,,,,,,
,,38.2,,,,,,
,,47.2,,,,,,
,,3,,,,,,
,,1.1,,,,,,
,,1,,,,,,
,,1,,,,,,
,,1,,,,,,
,,1,,,,,,
,,1,,,,,,
,,0.2,,,,,,
,,0.1,,,,,,
,,0,,,,,,
,,0,,,,,,
,,7.1,,,,,,
,,14.1,,,,,,
,,26.1,,,,,,
,,39.1,,,,,,
,,10,,,,,,
,,30.2,,,,,,
,,4,,,,,,
,,27,,,,,,
,,20,,,,,,
,,3.1,,,,,,
,,3.1,,,,,,
,,24,,,,,,
,,39.2,,,,,,
,,14,,,,,,
,,28,,,,,,
,,10,,,,,,
,,39.1,,,,,,
,,36,,,,,,
,,38.1,,,,,,
,,13.2,,,,,,
,,19.2,,,,,,
,,15,,,,,,
,,6.1,,,,,,
,,31.1,,,,,,
,,28,,,,,,
,,18,,,,,,
,,33.1,,,,,,
,,31.1,,,,,,
,,29.1,,,,,,
,,17.1,,,,,,
,,15.1,,,,,,
,,12.2,,,,,,
,,21.2,,,,,,
,,36.1,,,,,,
,,29.1,,,,,,
,,31,,,,,,
,,35.2,,,,,,
,,20.2,,,,,,
,,4.2,,,,,,
,,17,,,,,,
,,12.1,,,,,,
,,32,,,,,,
,,3,,,,,,
,,20.1,,,,,,
,,8.2,,,,,,
,,18.2,,,,,,
,,33,,,,,,
,,34,,,,,,
,,7,,,,,,
,,12,,,,,,
,,5.1,,,,,,
,,16.2,,,,,,
,,14.2,,,,,,
,,24,,,,,,
,,2.1,,,,,,
,,33.2,,,,,,
,,21.2,,,,,,
,,20,,,,,,
,,3,,,,,,
,,1,,,,,,
,,18,,,,,,
,,2.2,,,,,,
,,28,,,,,,
,,9.1,,,,,,
,,1.2,,,,,,
,,12.1,,,,,,
,,10.2,,,,,,
,,5.2,,,,,,
,,9,,,,,,
,,13,,,,,,
,,13.2,,,,,,
,,5,,,,,,
,,9.1,,,,,,
,,2,,,,,,
,,2.1,,,,,,
,,2.1,,,,,,
,,13.1,,,,,,
,,7.1,,,,,,
,,3.1,,,,,,
,,3,,,,,,
,,1,,,,,,
,,6,,,,,,
,,3.1,,,,,,
,,2,,,,,,
,,0.1,,,,,,
,,4,,,,,,
,,2.2,,,,,,
,,0.2,,,,,,
,,1.1,,,,,,
,,1,,,,,,
,,0.1,,,,,,
,,0,,,,,,
,,0,,,,,,
