attendance,date,game_id,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
33,"Mar 08, 2014",lutuwp1,1,Andy Briggs,Eric Pittman,Czenvic Rojer,Mitch Knippenberg,Brian Paulsrud,Matt Larson,Aldon Severson,David Lowe,Joel Martin,2,12,Teddy Klingsporn,16,22402002X,cf,ss,rf,c,1b,lf,dh,3b,2b,Alec Knop,"luther college
",Luther College,Boushley (0-1),,9,Y,,"Jacksonville, Ill. (Lenz Field)",12 p.m.   ,2:54   ,,"university of wisconsin-plateville
",Wis.-Platteville,Ryan Duva,Casey Schroeder,Zach Demmon,George Jester III,Ryan Lehmann,Bobby Bean,Zack Iverson,Tyler Trautsch,Todd Wienkes,0,6,Cory Newburg,12,002030100,cf,ss,1b,2b,lf,rf,3b,dh,c,Mike Boushley,Klingsporn (1-0)
122,"May 03, 2014",bvulor3,1,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Tanner Truesdell,Bryce Wessels,Ryan Titman,Devon Harms,0,5,Lucas Hadaway,10,0300200,cf,lf,1b,2b,dh,rf,3b,ss,c,Justin Lange,#20 buena vista univ.,#20 Buena Vista Univ.,Norton (1-4),,7,Y,L,"Storm Lake, Iowa (BVU/SL Field)",1:00pm   ,1:40   ,HP: Michael Kelly  1B: Troy Solsaa,"loras college
",Loras College,Mike Pudlo,Alex Rodriguez,Patrick Walsh,Nick Battalini,Niko Andriotis,Danny Fahlgren,Lucas Jacque,Eric DeSousa,Mark Jablonski,3,1,Kody Massner,7,0000100,ss,2b,3b,rf,lf,c,dh,1b,cf,Jake Norton,Beatty (4-0)
125,"Mar 02, 2014",coerhi,,Ben Larison,Cole Tomlinson,AJ Reuter,Michael Goerdt,Craig Konrardy,Jory Heckenberg,Michael Redmond,Andrew Brierton,Derek Yoder,2,7,Ben Jacobson,13,032101000,ss,rf,1b,lf,3b,dh,cf,c,2b,Kyle Brady,"coe college
",Coe College,Brady (0-1),,9,Y,,"Winter Haven, Fla. (Chain of Lakes Park)",2:30 pm   ,2:15   ,,"rose-hulman
",Rose-Hulman,Caleb Kissel,Patrick Klima,Hank Akard,Josh Koutnik,"Benitez, Andrew",Donnie Waters,Josh Hoeing,Zach Trusk,Ryan Fontana,2,12,R.J. Carroll,14,063100011,2b,lf,cf,dh,3b,1b,rf,c,ss,R.J. Carroll,Carroll (1-0)
125,"Mar 08, 2014",coerfrd1,1,"Gameros, Adrian","Logemann, Cole","Senn, Chris","Wiltshire, Terry","McHugh, Connor","LaMore, Kyle","Swiderek, Scott","Barrera, Bobby","McKnight, Jake",1,2,"Rich, Kaleb",4,000000200,cf,3b,2b,c,lf,dh,1b,ss,rf,"Rich, Kaleb","rockford university
",Rockford University,,,9,Y,"Rich, K (0-1)","Winter Haven, Fla. (Chain of Lakes Park)",10:00 am   ,2:05   ,,"coe college
",Coe College,Ben Larison,Michael Redmond,AJ Reuter,Michael Goerdt,Craig Konrardy,Jory Heckenberg,Cole Tomlinson,Thomas Gandolfi,Derek Yoder,1,3,Jake Tickle,7,000001011,ss,cf,1b,lf,3b,dh,c,rf/cf,2b,Connor Alberhasky,"Golinski, M"
109,"May 16, 2014",bvuncaa2,,Ben Podobinski,Waylon Bemboom,Jack Hogan,Tim Kuzniar,J.D. Dorgan,Kelvin Stroik,Brady Johnson,Nick Degen,Sam Miller,1,11,Jacob Nelson,14,73010000X,cf,dh,3b,lf,c,rf,ss,1b,2b,Eric Veglahn,st. thomas (minn.),St. Thomas (Minn.),Harris (8-1),,9,Y,,"Moline, Ill. (Swanson/Brunner)",6:16 PM   ,2:45   ,HP: Chris Deichman  1B: Dave Boever  2B: Kirk Hacker  3B: Matt,"buena vista university
",Buena Vista Univ.,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Tanner Truesdell,Eric Gurbacki,Ryan Titman,Nick Schlecht,5,5,Adam Bernstorf,8,000011003,cf,c,1b,2b,dh,rf,3b,ss,lf,Scott Harris,Eric Veglahn (8-0)
45,"May 08, 2014",14iiac01,,Mike Pudlo,Spencer Bonner,Patrick Walsh,Nick Battalini,Niko Andriotis,Eric DeSousa,Danny Fahlgren,Alex Rodriguez,Mark Jablonski,0,5,Jeremy Gerardy,10,00210002X,ss,1b,3b,rf,lf,dh,c,2b,cf,Will Petrosky,#4 loras college,#4 Loras College,Pennings (6-4),,9,Y,Gerardy (4),"Cedar Rapids, Iowa (Daniels Park)",1:48 PM   ,2:04   ,HP: Scott Behn  1B: Matt Moore  2B: Brett Miell,#5 simpson college,#5 Simpson College,Josh Pirtle,Jake Scieszinski,Tyler Craig,Michael Chia,Jake Barr,Jake Esdohr,Brett Crable,Bud Smith,Austin Burlin,1,4,Matt Pennings,12,201100000,rf,2b,1b,3b,lf,ss,cf,c,dh,Matt Pennings,Schwoebel (3-4)
225,"Apr 26, 2014",dbqsim4,2,Daniel Casanova,Will Fogel,Vince Parisi,Austin McWhite,Eddie Pablo,Dalton Garst,Jacob Evans,Steve Ryan,Ryan Karrick,6,6,Joey Kilsdonk,7,300001110,cf,2b,c,1b,3b,dh,lf,rf/cf,ss,Daniel Karnick,"dubuque, univ. of","Dubuque, Univ. of",Padilla (0-1),,9,Y,,"Dubuque, Iowa (UD Baseball Field)",3:20 pm   ,2:45   ,HP: Nicholas Baffes  1B: Phil Puppilo,"simpson college
",Simpson College,Josh Pirtle,Brett Crable,Tyler Craig,Jake Barr,Michael Chia,Jake Scieszinski,Jake Esdohr,Bud Smith,Austin Burlin,4,12,Brock Borgeson,16,312122010,rf,cf,1b,lf,3b,2b,ss,c,dh,Adam Richman,Richman (2-1)
,"Apr 05, 2014",simwar1,1,Jake Barr,Brett Crable,Tyler Craig,Michael Chia,Jake Esdohr,Austin Burlin,Jake Scieszinski,Nick Anderson,Bud Smith,2,4,Brock Borgeson,6,0010030000,lf,cf,1b,3b,ss,rf,2b,dh,c,Gage Reis,"simpson college
",Simpson College,Borgeson (0-1),,10,Y,Nadermann (2),"Indianola, Iowa (McBride Field)",2:16 pm   ,2:26   ,HP: Aaron Perez  1B: Jason Kra,"wartburg college
",Wartburg College,Jackson Litterer,Blake Wilson,Ryan Powers,Ryan Kemp,DJ Utley,Clay Emmrich,Michael Schinstock,Joe Grote,Tyler Mougin,1,5,Gavin Nadermann,11,0030010001,lf/1b,c,3b,cf,1b,dh,rf,2b,ss,Ben Rettenmeier,Rettenmeier (4-0)
50,"Mar 10, 2014",dbqelm1,1,Compton,Wargo,Wolak,Tsiodras,Collins,Pumo,Struck,Fisher,Facker,2,1,McClung,2,0100000,lf,cf,rf,dh,1b,2b,3b,ss,c,Theisen,elmhurst college,Elmhurst College,Theisen (0-1),,7,Y,Naval (1),"Jacksonville, Ill. (Lenz Field)",1:00 pm   ,2:00   ,,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,James Workman,Michael Salazar,Eric Hall,Austin McWhite,Austin Monfross,Eddie Pablo,Vince Parisi,Ryan Karrick,1,4,Justin Naval,4,0000202,cf,dh,lf,rf,1b,3b,2b/3b,c,ss,Alan Kopp,Kopp (1-0)
87,"Apr 05, 2014",lorlut1,1,Mark Jablonski,Mike Pudlo,Patrick Walsh,Eric DeSousa,Danny Fahlgren,Tony Heiser,Niko Andriotis,Spencer Bonner,Alex Rodriguez,1,6,Jeremy Gerardy,9,001041X,cf,ss,3b,dh,c,rf/lf,lf,1b,2b,Will Petrosky,"loras college
",Loras College,McKinney (0-3),,7,Y,,"Dubuque, Iowa (Petrakis Park)",1:55 PM   ,2:04   ,HP: Taylor Umland  1B: Paul Keitel,"luther college
",Luther College,Andy Briggs,Joel Martin,Eric Pittman,Mitch Knippenberg,Carlos Pineda,Czenvic Rojer,Brian Paulsrud,David Lowe,Matt Larson,2,5,Cody Reimer,8,0000302,cf,2b,ss,c,dh,rf,1b,3b,lf,Matt McKinney,Gerardy (2-2)
100,"Apr 21, 2014",lorwar4,2,Jackson Litterer,Tyler Mougin,Ryan Powers,Ryan Kemp,DJ Utley,Blake Wilson,Michael Schinstock,Matt Kruger,Joe Grote,1,11,DJ Utley,13,502202X,lf,ss,3b,cf,p,c,1b,rf,2b,DJ Utley,"wartburg college
",Wartburg College,Schwoebel (2-2),,7,Y,,"Waverly, Iowa (Hertel Field)",5:14 pm   ,1:38 hr   ,HP: Jamie Jarrett  1B: Josh Mara,"loras college
",Loras College,Mike Pudlo,Spencer Bonner,Patrick Walsh,Niko Andriotis,Nick Battalini,Eric DeSousa,Danny Fahlgren,Alex Rodriguez,Mark Jablonski,2,1,Matt Kass,4,0000010,ss,1b,3b,lf,rf,dh,c,2b,cf,Adam Schwoebel,Utley (2-1)
,"Mar 01, 2014",bvucss,,J. Heaton,T. Duex,P. Olson,M. Policano,Christoffers,J. Kuschke,P. Getchell,Burmeister,B. Minks,3,2,S. Sorenson,4,002000000,lf,dh,2b,rf,1b,c,cf,ss,3b,J. Risse,st. scholastica,St. Scholastica, (2-0),,9,Y,L,"Tulsa, Okla. (ONEOK Field)",8:30am   ,2:10   ,,"buena vista university
",Buena Vista Univ.,Brandon Wessels,Neil Marshall,Joe Paletta,Jeremy Lambert,Weston Foxx,Eric Gurbacki,Ryan Titman,Ryan Duncan,Nick Schlecht,2,3,Ian Grigsby,7,000021000,c,lf,1b,3b,2b,dh,ss,rf,cf,Adam Bernstorf,L
,"Mar 23, 2014",lutcuw1,1,"Buuck, Taylor","Seifert, Brandon","Hegeman, Kyle","Burgert, Beau","Kuczynski, Jay","Mathiebe, Jordan","Gausman, Dylan","Devenport, Taylor",,6,2,"Brueser, Matthew",6,2000000,2b,ss,1b,c,rf,3b,lf,cf,,"Sharon, Joel",concordia (wis.),Concordia (Wis.),Sharon (0-1),,7,Y,,"Tucson, Ariz. (Kino Sports Complex)",  ,  ,,"luther college
",Luther College,Andy Briggs,Eric Pittman,Czenvic Rojer,Carlos Pineda,Mitch Knippenberg,Matt Larson,Aldon Severson,David Lowe,Joel Martin,1,12,Alec Knop,10,0600132,cf,ss,rf,dh,c,lf,1b,3b,2b,Alec Knop,Knop (1-0)
150,"Apr 18, 2014",cencoe2,2,Jordan Judkins,Kirby Coppess,Robbie Rushing,Adam Ariola,Zach Brown,Andrew O'Toole,Zach Zylstra,Jace Ahrendsen,Jake Effron,1,5,Mack Boothe,9,00210002X,ss,3b,dh,2b,1b,rf,lf,c,cf,Dakotah Wolken,"central college
",Central College,Hoffmann (1-4),,9,Y,Boothe (1),"Pella, Iowa (Kuyper Athl. Complex)",3 p.m.   ,1:58   ,HP: Tim Riskowski  1B: Jon Fy,"coe college
",Coe College,Ben Larison,Craig Konrardy,AJ Reuter,Colton Janssen,Michael Goerdt,Michael Redmond,Cal Kragenbrink,Cole Tomlinson,Thomas Schaedel,1,4,Jack Hoffmann,10,000000310,3b/2b,ss,p/1b,rf/1b,lf,cf,1b,c,2b,AJ Reuter,Carr (3-2)
87,"Apr 21, 2014",lutsmu,,Andy Briggs,Matt Larson,David Lowe,Carlos Pineda,Aldon Severson,Brian Paulsrud,Mitch Knippenberg,Joe Silversmith,Joel Martin,1,11,Nate Witham,16,03230030X,cf,lf,3b,dh,1b,rf,c,ss,2b,Blake Peterson,"luther college
",Luther College,Bartosz (1-1),,9,Y,,"Decorah, Iowa (Luther College)",2:30 pm   ,2:30   ,,saint mary's (minn.),Saint Mary's (Minn.),Willie Doll,Paul LaNasa,Kevin Gannon,Ben Buerkle,Jon Schlemmer,Kevin Miley,Tyler Lursen,Taylor Thelemann,David Barry,1,7,Pat Regan,13,100032010,cf,3b,1b,lf,dh,rf,c,ss,2b,Chris Bartosz,Peterson (2-3)
95,"Apr 19, 2014",lutsim3,1,Andy Briggs,Eric Pittman,Czenvic Rojer,David Lowe,Aldon Severson,Matt Larson,Brian Paulsrud,Zach Lashbrook,Joel Martin,1,2,Cody Reimer,5,1100000,cf,ss,rf,3b,1b,lf,dh,c,2b,Phillip LaPointe,"luther college
",Luther College,Lapointe (1-1),,7,Y,,"Decorah, Iowa (Luther College)",12:00 pm   ,1:32   ,HP: Ryan Ecklund  1B: Mike Gan,"simpson college
",Simpson College,Josh Pirtle,Tyler Craig,Michael Chia,Jake Barr,Jake Scieszinski,Austin Burlin,Bud Smith,Taylor Harmon,Brett Crable,2,3,Gage Reis,10,2000001,rf,1b,3b,lf,ss,dh,c,2b,cf,Gage Reis,Reis (3-3)
,"Mar 29, 2014",bvulut3,1,Andy Briggs,Eric Pittman,Czenvic Rojer,Mitch Knippenberg,Carlos Pineda,Joel Martin,David Lowe,Brian Paulsrud,Matt Larson,1,0,Andrew Withers,4,0000000,cf,ss,rf,c,dh,2b,3b,1b/rf,lf,Blake Peterson,"luther college
",Luther College,Peterson,,7,Y,,"Tucson, Ariz. (Kino Sports Complex)",  ,  ,,#25 buena vista univ.,#25 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Joe Paletta,Tanner Truesdell,Weston Foxx,Jeremy Lambert,Bryce Wessels,Ryan Titman,Devon Harms,0,6,Scott Harris,10,2110101,cf,rf,1b,lf,2b,dh,3b,ss,c,Scott Harris,Harris
50,"Mar 08, 2014",simust1,1,Ben Podobinski,Jack Hogan,Tim Kuzniar,J.D. Dorgan,Ty Vincent,Ryan Gerber,Brady Johnson,Sam Miller,Kelvin Stroik,0,8,Luc Henke,10,104012X,cf,3b,lf,c,1b,dh,ss,2b,rf,Eric Veglahn,#9 st. thomas (minn.),#9 St. Thomas (Minn.),Pennings (0-1),,7,Y,,"Tucson, Ariz.",4:00 pm   ,  ,,"simpson college
",Simpson College,Brett Crable,Jake Barr,Tyler Craig,Jake Esdohr,Michael Chia,Josh Pirtle,Jake Scieszinski,Bud Smith,Gage Reis,2,0,Adam Richman,6,0000000,cf,lf,1b,ss,3b,rf,2b,c,dh,Matt Pennings,Eric Veglahn (1-0)
100,"May 02, 2014",cenwar1,1,Jordan Judkins,Andrew O'Toole,Robbie Rushing,Adam Ariola,Grant Seuferer,Zach Zylstra,Kirby Coppess,Jace Ahrendsen,Dakotah Wolken,1,1,Judson McKown,4,000100X,ss,rf,dh,2b,1b,lf,3b,c,cf,Judson McKown,"central college
",Central College,Rettenmeier (6-2),,7,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 pm   ,1:07   ,HP: Kevin Ferris  1B: Paul Keitel,"wartburg college
",Wartburg College,Jackson Litterer,Tyler Mougin,Ryan Powers,Ryan Kemp,DJ Utley,Clay Emmrich,Blake Wilson,Michael Schinstock,Joe Grote,0,0,Ben Rettenmeier,2,0000000,lf,ss,3b,cf,1b,dh,c,rf,2b,Ben Rettenmeier,McKown (5-3)
150,"Apr 12, 2014",cenlut4,2,Jordan Judkins,Kirby Coppess,Robbie Rushing,Adam Ariola,Grant Seuferer,Andrew O'Toole,Zach Zylstra,Dakotah Wolken,Michael Reuter,2,6,Robbie Rushing,12,00011301X,ss,3b,dh/p,2b,1b,rf,lf,cf,c,Matt Schissel,"central college
",Central College,Reimer (1-2),,9,Y,Rushing (1),"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,2:20   ,HP: Brandon Moore  1B: Troy Solaa,"luther college
",Luther College,Joe Silversmith,Eric Pittman,Czenvic Rojer,Aldon Severson,Carlos Pineda,Matt Larson,David Lowe,Zach Lashbrook,Jon Opdahl,0,5,Cody Reimer,12,001010120,ss,cf,rf,1b,dh,lf,3b,c,2b,Teddy Klingsporn,Carr (2-2)
69,"Mar 23, 2014",coesim2,2,Ben Larison,Cole Tomlinson,Craig Konrardy,Jory Heckenberg,Michael Goerdt,Andrew Brierton,Michael Redmond,Alec Zwanziger,,2,3,Jack Hoffmann,5,00000300X,ss,rf,3b,1b,lf,c,cf,2b,,AJ Reuter,"coe college
",Coe College,Reis (1-2),,9,Y,Hoffmann (1),"Indianola, Iowa (McBride Field)",4:14 pm   ,2:04   ,HP: Brett Miell  1B: Ryan Farnsworth,"simpson college
",Simpson College,Michael Chia,Jake Barr,Tyler Craig,Jake Esdohr,Jake Anctil,Josh Pirtle,Bud Smith,Jake Scieszinski,Brett Crable,0,1,Gage Reis,7,100000000,3b,lf,1b,ss,dh,rf,c,2b,cf,Gage Reis,Reuter (2-1)
50,"Mar 20, 2014",dbqwoo,,Daniel Casanova,Will Fogel,Steve Ryan,Austin McWhite,Michael Salazar,Noah Burdt,Vince Parisi,Gaetano Florio,Ryan Karrick,1,1,Reed Stumpf,6,000001000,cf,2b,rf,1b,lf,dh,c,3b,ss,Alan Kopp,"dubuque, univ. of","Dubuque, Univ. of",Kopp (1-2),,9,Y,,"Fort Myers, Fla. (Terry Park 3)",10:00 am   ,  ,,college of wooster,College of Wooster,Jarrod Mancine,Bryan Miller,Eddie Reese,Brendan Taylor,Zac Mathie,Frank Vance,Cal Thomay,Craig Day,John McLain,1,12,Jon Rothman,15,021720000,cf,c,lf,dh,rf,3b,1b,2b,ss,Nick Buckingham,Nick Bucking (2-1)
60,"Mar 16, 2014",bvunwu3,,"Ayars, Sam","Dolson, Nick","Powers, Chase","Sitorius, Pete","Johnson, Chris","Thaut, J.J.","Bool, Connor","Lott, Nolan","McKain, James",2,0,"Hughes, Ryan",3,000000000,cf,lf,3b,1b,ss,rf,2b,dh/p,c,"Schommer, Matt","nebraska wesleyan university
",Nebraska Wesleyan U.,"Schommer, M",,9,Y,,"Lincoln, Neb. (NWU Field)",12:58 pm   ,3:11   ,HP: Jerry Fra,"buena vista university
",Buena Vista Univ.,Neil Marshall,Brandon Wessels,Joe Paletta,Tanner Truesdell,Weston Foxx,Eric Gurbacki,Bryce Wessels,Ryan Titman,Ryan Duncan,1,6,Tyson Valentine,12,000021210,cf,c/lf,1b,lf/rf,2b,dh/ph,3b,ss,rf,Jacob Hadaway,Harris
56,"Mar 21, 2014",dbqumb,,Daniel Casanova,John Henderson,Michael Salazar,Austin McWhite,Dalton Garst,Steve Ryan,Gaetano Florio,Vince Parisi,Ryan Karrick,5,5,Justin Naval,8,00000203X,cf,2b,lf,1b,dh,rf,3b/ss,c,ss,Josh Eastman,"dubuque, univ. of","Dubuque, Univ. of",Zeerip (1-1),,9,Y,,"Fort Myers, Fla. (Terry Park)",9:00 am   ,2:20   ,,umass-boston,UMass-Boston,Brothers,Gomes,Moquete,Ezold,LaPaglia,Johnson,Searles,Bukuras,Failla,0,4,Heefner,7,010002100,lf,cf,rf,dh,1b/lf,3b,c,ss,2b,Mantoni,Naval (2-0)
418,"Apr 26, 2014",coelut3,1,Michael Redmond,Alec Zwanziger,AJ Reuter,Craig Konrardy,Michael Goerdt,Colton Janssen,Ben Larison,Cole Tomlinson,Thomas Schaedel,1,7,Jake Tickle,8,100051X,cf,dh,1b,ss,lf,rf,3b,c,2b,Michael Golinski,"coe college
",Coe College,Beckman (1-1),,7,Y,Tickle (3),"Cedar Rapids, Iowa (Daniels Park)",1:00 pm   ,1:45   ,HP: Ryan Farnsworth  1B: Michael Gan,"luther college
",Luther College,Andy Briggs,Matt Larson,Czenvic Rojer,David Lowe,Mitch Knippenberg,Eric Pittman,Brian Paulsrud,Aldon Severson,Joel Martin,3,6,Nate Beckman,6,0600000,cf,lf,rf,3b,c,ss,dh,1b,2b,Matt McKinney,Schletzbaum (1-1)
121,"Apr 11, 2014",bvusim2,2,Michael Chia,Jake Scieszinski,Tyler Craig,Jake Esdohr,Jake Barr,Austin Burlin,Josh Pirtle,Bud Smith,Brett Crable,2,5,Michael Wilson,9,101000102,3b,2b,1b,ss,lf,dh,rf,c,cf,Matt Pennings,"simpson college
",Simpson College,Pennings (3-3),,9,Y,,"Indianola, Iowa (McBride Field)",5:45 pm   ,2:33   ,HP: Josh Mara  1B: Bret Miell,#24 buena vista univ.,#24 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Bryce Wessels,Schuyler Radke,Ryan Titman,Nick Schlecht,0,7,Ian Grigsby,14,002004001,cf,rf,1b,2b,dh,3b,c,ss,lf,Scott Harris,Harris (4-0)
50,"Mar 12, 2014",simcrwn2,2,Michael Chia,Jake Barr,Jake Esdohr,Brett Crable,Nick Anderson,Bud Smith,Jake Scieszinski,Gage Reis,Jordan Bahl,1,8,Adam Richman,6,710000X,3b,lf,ss,cf,2b,c,dh,1b,rf,Aaron Young,"simpson college
",Simpson College,Sharp (0-1),,7,Y,Richman (1),"Tucson, Ariz.",11:30 am   ,  ,,crown college,Crown College,Blake Jobe,Jacob Tarver,Steve Hartman,Daryl Taylor,Matthew Tate,Harry Ballantyne,Brady Rowe,Travis Walker,Ryan Denison,1,6,Harry Ballantyne,12,1410000,lf,cf,ss,3b,1b,rf/p,2b,c,dh/rf,Zack Sharp,Gibson (1-0)
682,"May 10, 2014",14iiac10,,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Tanner Truesdell,Bryce Wessels,Ryan Titman,Nick Schlecht,0,10,Jacob Hadaway,13,0501004,cf,c,1b,2b,dh,rf,3b,ss,lf,Justin Lange,#18 buena vista univ.,#18 Buena Vista Univ.,Rushing (4-3),,7,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",1:08pm   ,1:40   ,HP: Kevin Ferris  1B: Ryan Farnsworth  2B: Jay Wiechmann,"central college
",Central College,Jordan Judkins,Andrew O'Toole,Adam Ariola,Grant Seuferer,Zach Zylstra,Jake Effron,Kirby Coppess,Jace Ahrendsen,,2,0,Ryan Dusil,2,0000000,ss,rf,2b,1b,lf,cf,3b,c,,Robbie Rushing,Lange (2-0)
55,"May 02, 2014",dbqlut2,2,Andy Briggs,Eric Pittman,Mitch Knippenberg,Czenvic Rojer,David Lowe,Brian Paulsrud,Carlos Pineda,Matt Larson,Jon Opdahl,0,3,Cody Reimer,5,001001100,cf,ss,c,rf,3b,1b,dh,lf,2b,Teddy Klingsporn,"luther college
",Luther College,Beckman (1-2),,9,Y,Naval (5),"Decorah, Iowa (Luther College)",3:30 pm   ,2:10   ,HP: Nick Willenborg  1B: Forrest Mill,"dubuque, univ. of","Dubuque, Univ. of",Eddie Pablo,Will Fogel,Austin McWhite,Vince Parisi,Daniel Casanova,Michael Salazar,Eric Hall,Steve Ryan,Ryan Karrick,1,6,Justin Naval,10,001000005,3b,2b,1b,c,cf,dh,lf,rf,ss,Trent Van Egtern,Haferbier (1-0)
210,"Apr 26, 2014",dbqsim3,1,Daniel Casanova,Will Fogel,Vince Parisi,Austin McWhite,Eddie Pablo,Jacob Evans,Steve Ryan,Ryan Karrick,,2,6,Justin Naval,11,003111X,cf,2b,c,1b,3b,lf,rf,ss,,Dalton Garst,"dubuque, univ. of","Dubuque, Univ. of",Reis (3-4),,7,Y,Naval (4),"Dubuque, Iowa (UD Baseball Field)",1:00 pm   ,1:40   ,HP: Phil Puppilo  1B: Nicholas Baff,"simpson college
",Simpson College,Josh Pirtle,Brett Crable,Tyler Craig,Jake Barr,Michael Chia,Jake Scieszinski,Jake Esdohr,Bud Smith,Taylor Harmon,0,4,Brock Borgeson,9,0020200,rf,cf,1b,lf,3b,dh,ss,c,2b,Gage Reis,Garst (2-3)
625,"May 09, 2014",14iiac06,,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Tanner Truesdell,Bryce Wessels,Ryan Titman,Nick Schlecht,2,7,Scott Harris,11,41020000X,cf,c,1b,2b,dh,rf,3b,ss,lf,Scott Harris,#18 buena vista univ.,#18 Buena Vista Univ.,Schissel (3-1),,9,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",1:00 pm   ,1:56   ,HP: Bret Miell  1B: Jay Wiechmann  3B: Matt Moo,"central college
",Central College,Jordan Judkins,Andrew O'Toole,Robbie Rushing,Adam Ariola,Zach Brown,Grant Seuferer,Zach Zylstra,Jake Effron,Jace Ahrendsen,2,2,James Longo Jr,7,000110000,ss,rf,dh,2b,3b,1b,lf,cf,c,Matt Schissel,Harris (8-0)
,"Feb 28, 2014",bvuust1,,Ben Podobinski,Kelvin Stroik,Tyler Peterson,Tim Kuzniar,J.D. Dorgan,Jack Hogan,Ryan Gerber,Cory Quinlan,Brady Johnson,1,1,Tommy Danczyk,8,000100000,cf,rf,1b,lf,c,3b,dh,2b,ss,Caleb Fernholz,st. thomas (minn.),St. Thomas (Minn.),C,,9,Y,z (0-1),"Tulsa, Okla. (ONEOK Field)",2:20   ,2:20   ,,"buena vista university
",Buena Vista Univ.,Brandon Wessels,Tanner Truesdell,Joe Paletta,Jeremy Lambert,Weston Foxx,Ryan Titman,Bryce Wessels,Neil Marshall,Nick Schlecht,1,2,Ian Grigsby,6,010010000,c,rf,1b,dh,2b,ss,3b,lf,cf,Jon Ringblom,Ringblom (1-0)
59,"Mar 19, 2014",cenmuwi2,2,Miklavcic,Gellinger,DeBoer,Langley,Grannis,Ryan,McCoy,Bromley,Oren,2,5,Barger,9,3020000,cf,rf,ss,1b,2b,lf,dh,c/lf,3b,Taylor,marian univ. (wis.),Marian Univ. (Wis.),,,7,Y,Taylor (1-1),"Tucson, Ariz. (Kino Sports Complex)",3:00 PM   ,1:49   ,,"central college
",Central College,Jordan Judkins,Jace Ahrendsen,Robbie Rushing,Andrew O'Toole,Zach Brown,Grant Seuferer,Zach Zylstra,Dakotah Wolken,Kirby Coppess,0,8,Judson McKown,11,0000620,ss,c,dh,rf,3b,1b,lf,cf,2b,Blake Judkins,"Judkins, B"
170,"Apr 22, 2014",dbqclke,,Eddie Pablo,Will Fogel,Daniel Casanova,Vince Parisi,Steve Ryan,Dalton Garst,Michael Salazar,Austin Monfross,Gaetano Florio,1,6,Josh Eastman,10,42000000X,ss,2b,cf,c,lf,1b,dh,rf,3b,Daniel Karnick,"dubuque, univ. of","Dubuque, Univ. of","Hohensee, J",,9,Y,,"Dubuque, Iowa (UD Baseball Field)",4:00 pm   ,2:15   ,HP: Joe Salvidor  1B: Alec Clark,"clark university
",Clarke University,"Razo, A.","Sadowski, J.","Coates, D.","Piscopo, N.","Johnson, C.",Watlington A,"LaMere, B.","Meitzler, P.","Hefner, C.",1,2,"Ervin, C",8,000000020,cf,dh,rf,c,lf,2b,3b,1b,ss,"Hohensee, J",Karnick (1-0)
56,"May 05, 2014",lutha,,Andy Briggs,Eric Pittman,Czenvic Rojer,Mitch Knippenberg,Brian Paulsrud,Aldon Severson,Carlos Pineda,Joe Silversmith,Joel Martin,1,1,Joel Martin,7,1000000,cf,lf/ss,rf,c,dh,1b,3b,ss,2b/p,Phillip LaPointe,"luther college
",Luther College,Lapointe (1-3),,7,Y,,"Decorah, Iowa (Luther College)",2:30 pm   ,2:00   ,HP: Stacey Dunbar  1B: Eric Olson,"hamline university
",Hamline University,Smith,Moro,Picht,Olstad,Page,Setrum,Tormey,Moul,Espinosa,0,14,Robohm,15,0004640,rf,cf,3b,2b,c,lf,ss,dh,1b,Robohm,Robohm (2-1)
